station_id,platform_code,station_date,latitude,longitude,measure_type,parameter_code,parameter_value,parameter_qc,z_code,z_value,z_qc,z_level
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.837,1,28,16.6,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.847,1,28,21.8,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.847,1,28,27.1,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.837,1,28,32.4,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.828,1,28,37.7,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.745,1,28,43,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.68,1,28,48.3,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.643,1,28,53.5,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.616,1,28,58.8,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.579,1,28,64.1,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.552,1,28,69.4,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.515,1,28,74.7,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.46,1,28,80,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.397,1,28,85.3,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,24.028,1,28,90.5,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,22.941,1,28,95.8,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,22.209,1,28,101.1,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,20.394,1,28,109,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,17.58,1,28,119.6,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,15.273,1,28,130.2,1,
1419144,15820,1999-09-01T23:36:13Z,-5.425,-15.733,1,35,14.655,1,28,140.7,1,
