station_id,platform_code,station_date,latitude,longitude,measure_type,parameter_code,parameter_value,parameter_qc,z_code,z_value,z_qc,z_level
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.559,1,28,11.5,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.559,1,28,16.7,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.559,1,28,21.9,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.559,1,28,27.2,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.564,1,28,32.4,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.564,1,28,37.6,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.564,1,28,42.8,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.569,1,28,48,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.569,1,28,53.3,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.569,1,28,58.5,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.564,1,28,63.7,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.535,1,28,68.9,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.506,1,28,74.1,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.463,1,28,79.4,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.396,1,28,84.6,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.358,1,28,89.8,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.339,1,28,95,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.344,1,28,100.2,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,11.112,1,28,110.7,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,10.693,1,28,121.1,1,
2451065,21850,1999-02-01T17:52:24Z,37.847,138.536,1,35,10.287,1,28,131.6,1,
