station_id,platform_code,station_date,latitude,longitude,measure_type,parameter_code,parameter_value,parameter_qc,z_code,z_value,z_qc,z_level
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,15.35,1,28,.9,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,15.316,1,28,6.1,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,15.172,1,28,11.3,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,12.737,1,28,16.5,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,7.717,1,28,21.7,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,5.717,1,28,27,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,4.41,1,28,32.2,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.458,1,28,37.4,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.408,1,28,42.6,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.543,1,28,47.8,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.99,1,28,53,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,4.113,1,28,58.2,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.609,1,28,63.4,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.109,1,28,68.6,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.066,1,28,73.8,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.945,1,28,79,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.665,1,28,84.2,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.657,1,28,89.4,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.347,1,28,94.6,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,1.82,1,28,99.8,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.282,1,28,105,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.806,1,28,110.2,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,3.436,1,28,115.4,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.556,1,28,120.6,1,
1413073,29006,1999-10-01T02:35:51Z,43.637,151.304,1,35,2.259,1,28,125.8,1,
