Cruise	Station	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Sea pressure [decibar]	QV:ARGO	Practical salinity [psu]	QV:ARGO	Sea temperature [degree_Celsius]	QV:ARGO
					837	1	35.142	1	7.619	1
					1113	1	35.319	1	6.966	1
					46	1	35.518	1	12.589	1
					888	1	35.271	1	7.809	1
					1163	1	35.335	1	6.829	1
					1038	1	35.398	1	7.682	1
					1	1	35.518	1	12.579	1
					288	1	35.591	1	11.891	1
					3	1	35.518	1	12.58	1
					2	1	35.518	1	12.58	1
					5	1	35.518	1	12.581	1
					4	1	35.518	1	12.581	1
					7	1	35.519	1	12.581	1
					6	1	35.519	1	12.581	1
					9	1	35.519	1	12.581	1
					8	1	35.519	1	12.581	1
					96	1	35.518	1	12.596	1
					363	1	35.542	1	11.391	1
					913	1	35.428	1	8.395	1
					1013	1	35.458	1	8.078	1
					313	1	35.582	1	11.742	1
					145	1	35.524	1	12.613	1
					1313	1	35.151	1	5.571	1
					1338	1	35.119	1	5.357	1
					1437	1	35.077	1	4.927	1
					638	1	35.465	1	10.14	1
					464	1	35.5	1	10.899	1
					563	1	35.48	1	10.555	1
					185	1	35.603	1	12.407	1
					713	1	35.359	1	9.418	1
					588	1	35.464	1	10.397	1
					76	1	35.518	1	12.593	1
					125	1	35.522	1	12.607	1
					264	1	35.617	1	12.1	1
					388	1	35.52	1	11.213	1
					166	1	35.527	1	12.623	1
					1288	1	35.188	1	5.813	1
					105	1	35.518	1	12.598	1
					10	1	35.518	1	12.581	1
					813	1	35.161	1	7.88	1
					15	1	35.518	1	12.582	1
					1188	1	35.297	1	6.586	1
					963	1	35.451	1	8.253	1
					55	1	35.517	1	12.591	1
					1063	1	35.404	1	7.587	1
					862	1	35.201	1	7.699	1
					788	1	35.235	1	8.45	1
					36	1	35.518	1	12.587	1
					1364	1	35.092	1	5.177	1
					1388	1	35.108	1	5.184	1
					688	1	35.422	1	9.791	1
					438	1	35.51	1	11.034	1
					413	1	35.517	1	11.139	1
					938	1	35.424	1	8.248	1
					513	1	35.486	1	10.743	1
					1413	1	35.111	1	5.166	1
					1263	1	35.22	1	6.023	1
					538	1	35.478	1	10.634	1
6902680	44556593	2016-01-04T12:12:00Z	-3.90054	47.3312	80.7	1	35.385	1	12.508	1
					52.5	1	35.262	1	13.517	1
					35.4	1	35.261	1	13.514	1
					102.7	1	35.386	1	12.318	1
					12.3	1	35.261	1	13.512	1
					6.2	1	35.262	1	13.511	1
					7.4	1	35.261	1	13.512	1
					97.3	1	35.39	1	12.34	1
					50.7	1	35.261	1	13.517	1
					37.3	1	35.261	1	13.514	1
					10.6	1	35.261	1	13.511	1
					95.2	1	35.392	1	12.346	1
					44.7	1	35.261	1	13.516	1
					16.5	1	35.261	1	13.512	1
					76.6	1	35.359	1	12.792	1
					69.4	1	35.26	1	13.5	1
					45.5	1	35.261	1	13.516	1
					26.3	1	35.261	1	13.513	1
					92.5	1	35.393	1	12.352	1
					14.6	1	35.261	1	13.512	1
					88.7	1	35.395	1	12.365	1
					24.7	1	35.261	1	13.513	1
					65.4	1	35.262	1	13.511	1
					49.4	1	35.261	1	13.516	1
					22.5	1	35.261	1	13.513	1
					54.6	1	35.262	1	13.516	1
					55.6	1	35.262	1	13.517	1
					66.5	1	35.262	1	13.509	1
					34.4	1	35.261	1	13.514	1
					90.6	1	35.394	1	12.358	1
					36.5	1	35.261	1	13.514	1
					96.3	1	35.391	1	12.343	1
					79.7	1	35.382	1	12.523	1
					93.3	1	35.393	1	12.352	1
					20.6	1	35.261	1	13.512	1
					94.5	1	35.392	1	12.346	1
					73.4	1	35.273	1	13.376	1
					40.6	1	35.261	1	13.515	1
					27.4	1	35.261	1	13.513	1
					42.4	1	35.261	1	13.515	1
					59.3	1	35.261	1	13.517	1
					25.5	1	35.261	1	13.513	1
					89.5	1	35.395	1	12.36	1
					62.4	1	35.261	1	13.517	1
					74.4	1	35.322	1	13.148	1
					67.6	1	35.261	1	13.508	1
					57.7	1	35.261	1	13.517	1
					23.4	1	35.261	1	13.513	1
					60.4	1	35.261	1	13.517	1
					32.6	1	35.261	1	13.513	1
					33.5	1	35.261	1	13.514	1
					56.7	1	35.261	1	13.517	1
					82.5	1	35.387	1	12.467	1
					39.5	1	35.261	1	13.514	1
					78.2	1	35.367	1	12.635	1
					21.7	1	35.261	1	13.512	1
					8.5	1	35.261	1	13.511	1
					72.5	1	35.267	1	13.417	1
					100.4	1	35.389	1	12.326	1
					9.5	1	35.261	1	13.511	1
					99.3	1	35.39	1	12.331	1
					101.5	1	35.387	1	12.32	1
					71.4	1	35.263	1	13.469	1
					41.6	1	35.261	1	13.515	1
					103.7	1	35.386	1	12.317	1
					43.6	1	35.261	1	13.515	1
					28.6	1	35.261	1	13.513	1
					84.5	1	35.393	1	12.437	1
					58.5	1	35.261	1	13.517	1
					63.7	1	35.26	1	13.516	1
					86.4	1	35.401	1	12.402	1
					104.4	1	35.386	1	12.317	1
					31.3	1	35.261	1	13.514	1
					61.6	1	35.261	1	13.517	1
					18.6	1	35.261	1	13.512	1
					19.4	1	35.261	1	13.512	1
					53.3	1	35.261	1	13.516	1
					30.5	1	35.261	1	13.513	1
					68.4	1	35.261	1	13.507	1
					38.4	1	35.261	1	13.514	1
					105.3	1	35.386	1	12.316	1
					13.5	1	35.261	1	13.512	1
					81.7	1	35.385	1	12.49	1
					51.5	1	35.261	1	13.517	1
					5.7	1	35.262	1	13.511	1
					11.5	1	35.261	1	13.511	1
					75.5	1	35.336	1	13.024	1
					98.5	1	35.39	1	12.333	1
					17.4	1	35.261	1	13.512	1
					77.5	1	35.364	1	12.649	1
					47.3	1	35.261	1	13.516	1
					70.2	1	35.26	1	13.497	1
					46.2	1	35.261	1	13.516	1
					83.2	1	35.386	1	12.463	1
					91.3	1	35.394	1	12.357	1
					85.3	1	35.399	1	12.435	1
					29.3	1	35.261	1	13.513	1
					15.7	1	35.261	1	13.512	1
					87.7	1	35.396	1	12.374	1
					48.3	1	35.261	1	13.516	1
					64.7	1	35.261	1	13.514	1
6901245	42662493	2016-01-02T05:59:00Z	-1.72792	36.48539	1.8	1	36.698	3	16.81	1
					4.8	1	36.697	3	16.814	1
					1	1	36.691	3	16.809	1
					3	1	36.695	3	16.814	1
					4	1	36.696	3	16.814	1
					.4	1	36.696	3	16.81	3
6901245	42662492	2016-01-02T05:59:00Z	-1.72792	36.48539	213.1	1	38.291	1	13.461	1
					135.7	1	38.125	1	13.836	1
					1307.5	1	38.483	1	13.13	1
					937.8	1	38.493	1	13.123	1
					155.3	1	38.163	1	13.705	1
					1288.1	1	38.484	1	13.129	1
					388.1	1	38.517	1	13.342	1
					56.1	1	37.108	1	15.42	1
					363.2	1	38.51	1	13.352	1
					663	1	38.511	1	13.166	1
					764	1	38.503	1	13.142	1
					35.5	1	36.696	1	16.803	1
					1112.6	1	38.486	1	13.115	1
					7.1	1	36.696	1	16.814	1
					1213.1	1	38.485	1	13.124	1
					562.9	1	38.521	1	13.215	1
					7.8	1	36.697	1	16.815	1
					588.1	1	38.52	1	13.208	1
					788.1	1	38.502	1	13.14	1
					195.6	1	38.256	1	13.499	1
					175.5	1	38.206	1	13.591	1
					10.1	1	36.697	1	16.814	1
					337.8	1	38.493	1	13.348	1
					312.6	1	38.468	1	13.357	1
					1063.1	1	38.488	1	13.116	1
					8.9	1	36.697	1	16.813	1
					5.9	1	36.697	1	16.814	1
					537.7	1	38.523	1	13.226	1
					75.2	1	37.902	1	15.248	1
					95.7	1	38.025	1	14.547	1
					812.9	1	38.501	1	13.14	1
					186	1	38.234	1	13.53	1
					125.7	1	38.105	1	13.938	1
					115.4	1	38.084	1	14.075	1
					262.7	1	38.39	1	13.388	1
					105.4	1	38.054	1	14.311	1
					962.8	1	38.492	1	13.121	1
					1187.6	1	38.485	1	13.122	1
					887.5	1	38.498	1	13.134	1
					638.3	1	38.514	1	13.179	1
					45.7	1	36.84	1	16.189	1
					1162.3	1	38.485	1	13.119	1
					1263.2	1	38.484	1	13.127	1
					1238.4	1	38.484	1	13.125	1
					1137.5	1	38.486	1	13.117	1
					287.7	1	38.435	1	13.369	1
					165.2	1	38.187	1	13.649	1
					1087.9	1	38.487	1	13.115	1
					85.5	1	37.98	1	14.895	1
					237.8	1	38.344	1	13.418	1
					737.9	1	38.505	1	13.15	1
					462.8	1	38.528	1	13.275	1
					613.1	1	38.517	1	13.195	1
					438.3	1	38.527	1	13.293	1
					25.7	1	36.697	1	16.816	1
					15.7	1	36.696	1	16.814	1
					1013.2	1	38.49	1	13.116	1
					412.9	1	38.524	1	13.314	1
					837.9	1	38.5	1	13.138	1
					862.5	1	38.499	1	13.136	1
					1038.1	1	38.489	1	13.117	1
					65.1	1	37.521	1	15.433	1
					912.5	1	38.495	1	13.127	1
					987.7	1	38.491	1	13.118	1
					145.6	1	38.14	1	13.774	1
					513	1	38.525	1	13.241	1
					488	1	38.527	1	13.259	1
					687.7	1	38.509	1	13.164	1
					712.7	1	38.508	1	13.158	1
6902680	44556594	2016-01-04T12:12:00Z	-3.90054	47.3312	1.4	1	35.258	3	13.514	1
					4.7	1	35.262	3	13.511	1
					2.5	1	35.259	3	13.512	1
					.5	1	35.257	3	13.514	3
					3.8	1	35.261	3	13.511	1
					3.3	1	35.26	3	13.512	1
1901520	42666756	2016-01-04T15:09:44Z	-9.427	37.236	199.6	1	35.966	1	14.025	1
					80.2	1	36.182	1	15.602	1
					55.1	1	36.356	1	17.572	1
					180.4	1	35.994	1	14.198	1
					35.2	1	36.372	1	17.622	1
					90.4	1	36.178	1	15.466	1
					349.7	1	35.74	1	12.56	1
					399.8	1	35.716	1	12.169	1
					824.7	1	36.239	1	12.137	1
					140.2	1	36.078	1	14.665	1
					104.9	1	36.119	1	14.912	1
					600.5	1	36.164	1	12.828	1
					450.4	1	35.698	1	11.893	1
					5.3	1	36.363	1	17.595	1
					20.4	1	36.364	1	17.599	1
					249.9	1	35.882	1	13.542	1
					109.8	1	36.113	1	14.864	1
					74.9	1	36.197	1	15.896	1
					95.5	1	36.152	1	15.197	1
					549.8	1	36.056	1	12.628	1
					120.5	1	36.105	1	14.817	1
					4.1	1	36.362	1	17.595	1
					70.4	1	36.221	1	16.345	1
					45.3	1	36.373	1	17.627	1
					40.3	1	36.373	1	17.625	1
					375.1	1	35.736	1	12.379	1
					224.9	1	35.905	1	13.667	1
					674.8	1	36.287	1	13.014	1
					29.9	1	36.368	1	17.614	1
					85.6	1	36.184	1	15.5	1
					100.1	1	36.13	1	14.988	1
					300.4	1	35.805	1	13.048	1
					25.3	1	36.366	1	17.606	1
					9.7	1	36.361	1	17.591	1
					899.3	1	36.383	1	12.404	1
					325.4	1	35.772	1	12.797	1
					14.9	1	36.36	1	17.589	1
					130.1	1	36.101	1	14.798	1
					49.7	1	36.369	1	17.616	1
					499.3	1	35.74	1	11.815	1
					64.6	1	36.26	1	16.947	1
					999.5	1	36.285	1	11.732	1
					750.4	1	36.236	1	12.577	1
					274.8	1	35.844	1	13.303	1
					160.6	1	36.049	1	14.508	1
					60.2	1	36.326	1	17.461	1
6902680	44556589	2016-01-03T12:13:00Z	-3.90026	47.33021	1.4	1	35.273	3	13.534	1
					4.4	1	35.274	3	13.535	1
					3.4	1	35.274	3	13.535	1
					.4	1	35.274	3	13.533	3
					2.4	1	35.273	3	13.535	1
6902680	44556588	2016-01-03T12:13:00Z	-3.90026	47.33021	52.6	1	35.276	1	13.538	1
					102.4	1	35.381	1	12.398	1
					35.7	1	35.274	1	13.539	1
					6.6	1	35.274	1	13.536	1
					80.5	1	35.32	1	12.873	1
					12.5	1	35.275	1	13.534	1
					7.5	1	35.274	1	13.536	1
					50.6	1	35.276	1	13.539	1
					97.7	1	35.363	1	12.549	1
					37.6	1	35.275	1	13.541	1
					95.8	1	35.329	1	12.643	1
					10.4	1	35.274	1	13.535	1
					74.4	1	35.285	1	13.404	1
					16.6	1	35.274	1	13.535	1
					44.4	1	35.275	1	13.541	1
					76.6	1	35.295	1	13.311	1
					69.5	1	35.28	1	13.5	1
					45.6	1	35.275	1	13.541	1
					26.5	1	35.274	1	13.536	1
					92.6	1	35.327	1	12.699	1
					14.5	1	35.274	1	13.534	1
					88.4	1	35.33	1	12.707	1
					24.2	1	35.274	1	13.537	1
					65.5	1	35.277	1	13.524	1
					49.3	1	35.274	1	13.541	1
					22.5	1	35.274	1	13.536	1
					54.6	1	35.276	1	13.538	1
					55.3	1	35.276	1	13.538	1
					34.5	1	35.274	1	13.538	1
					90.7	1	35.33	1	12.701	1
					36.9	1	35.275	1	13.54	1
					96.6	1	35.367	1	12.579	1
					79.6	1	35.325	1	12.928	1
					104.5	1	35.375	1	12.321	1
					20.8	1	35.274	1	13.535	1
					94.7	1	35.328	1	12.673	1
					73.5	1	35.288	1	13.416	1
					40.6	1	35.274	1	13.541	1
					27.2	1	35.274	1	13.537	1
					42.5	1	35.275	1	13.541	1
					59.2	1	35.276	1	13.537	1
					89.6	1	35.33	1	12.703	1
					62.3	1	35.276	1	13.534	1
					57.7	1	35.275	1	13.539	1
					23.5	1	35.275	1	13.536	1
					60.4	1	35.277	1	13.536	1
					32.6	1	35.274	1	13.537	1
					67.5	1	35.279	1	13.514	1
					33.7	1	35.274	1	13.538	1
					56.5	1	35.276	1	13.538	1
					82.5	1	35.331	1	12.718	1
					39.7	1	35.275	1	13.54	1
					78.4	1	35.302	1	13.169	1
					29.7	1	35.275	1	13.537	1
					8.3	1	35.275	1	13.536	1
					21.6	1	35.275	1	13.535	1
					100.6	1	35.379	1	12.478	1
					66.5	1	35.276	1	13.529	1
					72.6	1	35.285	1	13.439	1
					9.4	1	35.274	1	13.536	1
					99.5	1	35.369	1	12.514	1
					101.4	1	35.363	1	12.47	1
					71.6	1	35.279	1	13.481	1
					41.7	1	35.274	1	13.541	1
					103.4	1	35.373	1	12.357	1
					28.4	1	35.274	1	13.538	1
					84.7	1	35.331	1	12.71	1
					43.3	1	35.275	1	13.541	1
					25.4	1	35.274	1	13.536	1
					58.4	1	35.275	1	13.54	1
					63.4	1	35.276	1	13.534	1
					86.4	1	35.331	1	12.708	1
					31.3	1	35.274	1	13.537	1
					61.6	1	35.275	1	13.537	1
					18.4	1	35.274	1	13.535	1
					19.6	1	35.274	1	13.535	1
					30.1	1	35.275	1	13.537	1
					53.7	1	35.276	1	13.538	1
					68.5	1	35.28	1	13.504	1
					38.7	1	35.275	1	13.54	1
					13.8	1	35.274	1	13.534	1
					51.4	1	35.275	1	13.538	1
					105.5	1	35.376	1	12.295	1
					81.4	1	35.326	1	12.79	1
					5.3	1	35.274	1	13.536	1
					5.7	1	35.274	1	13.535	1
					75.4	1	35.285	1	13.381	1
					11.3	1	35.274	1	13.534	1
					17.6	1	35.274	1	13.535	1
					98.7	1	35.36	1	12.537	1
					77.5	1	35.293	1	13.276	1
					47.6	1	35.275	1	13.541	1
					93.6	1	35.335	1	12.683	1
					70.6	1	35.278	1	13.502	1
					46.6	1	35.275	1	13.539	1
					83.6	1	35.331	1	12.714	1
					85.5	1	35.331	1	12.708	1
					91.8	1	35.329	1	12.701	1
					15.6	1	35.274	1	13.534	1
					87.5	1	35.331	1	12.707	1
					64.4	1	35.277	1	13.528	1
					48.5	1	35.275	1	13.54	1
6902680	44556584	2016-01-02T12:11:00Z	-3.90151	47.33227	1.4	1	35.256	3	13.54	1
					4.5	1	35.259	3	13.539	1
					5.1	1	35.259	3	13.538	1
					3.4	1	35.259	3	13.537	1
					.5	1	35.256	3	13.542	3
					2.4	1	35.258	3	13.537	1
6900911	42664464	2016-01-03T00:37:00Z	-18.728	37.018	1788	1	35.142	1	4.667	1
					213	1	35.879	1	13.653	1
					1263	1	35.823	1	8.931	1
					763	1	35.719	1	10.654	1
					663	1	35.549	1	10.713	1
					1613	1	35.288	1	5.663	1
					136	1	35.947	1	14.287	1
					1963	1	35.074	1	4.176	1
					24	1	35.948	1	16.397	1
					25	1	35.946	1	16.39	1
					26	1	35.946	1	16.394	1
					27	1	35.947	1	16.399	1
					20	1	35.94	1	16.378	1
					21	1	35.941	1	16.377	1
					22	1	35.942	1	16.381	1
					23	1	35.948	1	16.398	1
					1839	1	35.126	1	4.544	1
					28	1	35.949	1	16.4	1
					29	1	35.949	1	16.401	1
					288	1	35.729	1	12.759	1
					938	1	35.898	1	10.383	1
					8	1	35.941	1	16.38	1
					813	1	35.829	1	10.687	1
					1463	1	35.476	1	6.821	1
					1313	1	35.747	1	8.429	1
					713	1	35.611	1	10.573	1
					263	1	35.797	1	13.117	1
					125	1	35.902	1	14.216	1
					55	1	35.987	1	16.509	1
					1063	1	35.928	1	10.015	1
					963	1	35.903	1	10.299	1
					50	1	35.977	1	16.464	1
					1388	1	35.615	1	7.688	1
					413	1	35.628	1	11.948	1
					1413	1	35.557	1	7.338	1
					1663	1	35.225	1	5.268	1
					538	1	35.59	1	11.427	1
					988	1	35.913	1	10.259	1
					195	1	35.893	1	13.769	1
					1088	1	35.914	1	9.878	1
					115	1	35.884	1	14.269	1
					1488	1	35.437	1	6.6	1
					85	1	36.003	1	16.511	1
					1713	1	35.184	1	4.99	1
					838	1	35.869	1	10.679	1
					7	1	35.942	1	16.38	1
					363	1	35.667	1	12.249	1
					913	1	35.903	1	10.46	1
					1013	1	35.9	1	10.102	1
					1138	1	35.901	1	9.645	1
					1338	1	35.725	1	8.286	1
					1238	1	35.843	1	9.092	1
					588	1	35.554	1	11.091	1
					388	1	35.655	1	12.115	1
					1938	1	35.084	1	4.256	1
					106	1	35.933	1	14.704	1
					39	1	35.955	1	16.417	1
					38	1	35.954	1	16.416	1
					33	1	35.953	1	16.409	1
					32	1	35.95	1	16.404	1
					30	1	35.949	1	16.403	1
					37	1	35.95	1	16.406	1
					789	1	35.769	1	10.669	1
					35	1	35.951	1	16.408	1
					34	1	35.952	1	16.408	1
					438	1	35.616	1	11.813	1
					513	1	35.598	1	11.533	1
					1538	1	35.351	1	6.054	1
					339	1	35.677	1	12.362	1
					1888	1	35.11	1	4.434	1
					65	1	35.995	1	16.547	1
					175	1	35.962	1	14.104	1
					1738	1	35.173	1	4.907	1
					1588	1	35.32	1	5.846	1
					1985	1	35.067	1	4.113	1
					1638	1	35.244	1	5.395	1
					1163	1	35.89	1	9.519	1
					313	1	35.705	1	12.558	1
					1038	1	35.925	1	10.094	1
					6	1	35.942	1	16.379	1
					738	1	35.689	1	10.71	1
					1213	1	35.86	1	9.235	1
					638	1	35.535	1	10.816	1
					185	1	35.931	1	13.98	1
					564	1	35.566	1	11.219	1
					463	1	35.611	1	11.737	1
					1863	1	35.122	1	4.514	1
					1763	1	35.15	1	4.757	1
					165	1	35.95	1	14.124	1
					1913	1	35.098	1	4.352	1
					95	1	36.017	1	15.391	1
					11	1	35.943	1	16.385	1
					10	1	35.943	1	16.382	1
					13	1	35.944	1	16.384	1
					12	1	35.942	1	16.381	1
					15	1	35.942	1	16.381	1
					14	1	35.943	1	16.384	1
					1188	1	35.882	1	9.413	1
					16	1	35.94	1	16.38	1
					19	1	35.94	1	16.376	1
					18	1	35.94	1	16.374	1
					863	1	35.888	1	10.623	1
					1513	1	35.389	1	6.299	1
					156	1	35.94	1	14.134	1
					888	1	35.897	1	10.527	1
					36	1	35.951	1	16.413	1
					238	1	35.812	1	13.262	1
					1438	1	35.51	1	7.028	1
					48	1	35.965	1	16.453	1
					49	1	35.973	1	16.439	1
					46	1	35.964	1	16.44	1
					47	1	35.964	1	16.444	1
					44	1	35.958	1	16.427	1
					45	1	35.96	1	16.426	1
					42	1	35.958	1	16.428	1
					43	1	35.958	1	16.426	1
					40	1	35.958	1	16.422	1
					41	1	35.958	1	16.426	1
					1113	1	35.923	1	9.828	1
					9	1	35.942	1	16.38	1
					1563	1	35.336	1	5.952	1
					1363	1	35.66	1	7.951	1
					146	1	35.944	1	14.208	1
					613	1	35.549	1	10.992	1
					75	1	36.005	1	16.571	1
					488	1	35.607	1	11.659	1
					1287	1	35.785	1	8.69	1
					1813	1	35.136	1	4.623	1
					688	1	35.585	1	10.662	1
					1688	1	35.204	1	5.122	1
6900911	42664465	2016-01-03T00:37:00Z	-18.728	37.018	1	1	35.939	3	16.376	1
					0	1	35.939	3	16.376	3
					3	1	35.942	3	16.375	1
					2	1	35.94	3	16.375	1
					5	1	35.941	3	16.379	1
					4	1	35.943	3	16.375	1
6901570	42664440	2016-01-02T22:40:00Z	-16.195	42.398	1	1	35.751	3	14.56	1
					0	1	35.751	3	14.56	3
					3	1	35.751	3	14.561	1
					2	1	35.751	3	14.561	1
					5	1	35.752	3	14.562	1
					4	1	35.751	3	14.562	1
6901621	42661108	2016-01-01T19:33:00Z	-12.141	43.551	1	1	35.598	4	14.021	4
					0	1	35.675	4	13.937	4
					3	1	35.597	3	14.023	1
					2	1	35.598	3	14.021	1
					5	1	35.598	3	14.024	1
6902680	44556583	2016-01-02T12:11:00Z	-3.90151	47.33227	52.6	1	35.259	1	13.55	1
					102.4	1	35.334	1	12.685	1
					35.5	1	35.259	1	13.549	1
					6.6	1	35.259	1	13.538	1
					7.7	1	35.259	1	13.539	1
					12.5	1	35.259	1	13.539	1
					50.5	1	35.259	1	13.55	1
					97.3	1	35.334	1	12.689	1
					104.5	1	35.333	1	12.681	1
					37.4	1	35.259	1	13.548	1
					10.5	1	35.259	1	13.54	1
					74.5	1	35.258	1	13.551	1
					95.5	1	35.334	1	12.691	1
					16.7	1	35.258	1	13.541	1
					76.5	1	35.256	1	13.546	1
					17.6	1	35.258	1	13.544	1
					44.8	1	35.259	1	13.549	1
					45.8	1	35.259	1	13.549	1
					69.4	1	35.258	1	13.553	1
					92.3	1	35.334	1	12.698	1
					26.7	1	35.259	1	13.547	1
					14.4	1	35.258	1	13.54	1
					24.6	1	35.259	1	13.548	1
					88.5	1	35.333	1	12.71	1
					22.3	1	35.258	1	13.547	1
					49.5	1	35.259	1	13.55	1
					54.5	1	35.259	1	13.551	1
					66.6	1	35.259	1	13.552	1
					55.3	1	35.259	1	13.551	1
					34.5	1	35.259	1	13.548	1
					90.4	1	35.334	1	12.703	1
					79.8	1	35.283	1	13.363	1
					36.6	1	35.259	1	13.548	1
					84	1	35.31	1	12.962	1
					20.6	1	35.259	1	13.546	1
					94.7	1	35.334	1	12.694	1
					65.7	1	35.26	1	13.551	1
					73.4	1	35.255	1	13.553	1
					40.4	1	35.259	1	13.549	1
					27.4	1	35.259	1	13.547	1
					42.5	1	35.259	1	13.549	1
					59.4	1	35.259	1	13.551	1
					89.5	1	35.333	1	12.706	1
					62.9	1	35.258	1	13.552	1
					57.7	1	35.259	1	13.552	1
					23.4	1	35.259	1	13.547	1
					60.5	1	35.259	1	13.551	1
					32.6	1	35.259	1	13.548	1
					80.6	1	35.311	1	13.133	1
					33.7	1	35.259	1	13.549	1
					67.3	1	35.258	1	13.553	1
					56.6	1	35.259	1	13.551	1
					82.4	1	35.306	1	13.008	1
					78.6	1	35.284	1	13.387	1
					39.3	1	35.259	1	13.549	1
					8.4	1	35.259	1	13.539	1
					21.3	1	35.259	1	13.546	1
					72.5	1	35.256	1	13.553	1
					99.4	1	35.334	1	12.687	1
					9.3	1	35.259	1	13.54	1
					101.7	1	35.334	1	12.685	1
					71.5	1	35.257	1	13.553	1
					41.4	1	35.259	1	13.549	1
					103.4	1	35.334	1	12.682	1
					25.5	1	35.259	1	13.547	1
					43.6	1	35.259	1	13.55	1
					28.6	1	35.259	1	13.547	1
					58.5	1	35.259	1	13.552	1
					68.4	1	35.258	1	13.553	1
					63.6	1	35.259	1	13.552	1
					86.6	1	35.332	1	12.724	1
					31.4	1	35.259	1	13.548	1
					61.6	1	35.258	1	13.552	1
					18.3	1	35.259	1	13.545	1
					19.6	1	35.259	1	13.546	1
					30.3	1	35.259	1	13.547	1
					53.5	1	35.259	1	13.55	1
					38.3	1	35.259	1	13.548	1
					13.5	1	35.259	1	13.539	1
					51.4	1	35.259	1	13.55	1
					81.5	1	35.307	1	13.061	1
					96.4	1	35.334	1	12.691	1
					11.4	1	35.259	1	13.542	1
					75.4	1	35.26	1	13.541	1
					77.8	1	35.28	1	13.406	1
					98.6	1	35.334	1	12.688	1
					47.3	1	35.259	1	13.549	1
					70.7	1	35.257	1	13.553	1
					93.4	1	35.334	1	12.694	1
					46.7	1	35.259	1	13.549	1
					83.1	1	35.306	1	12.994	1
					91.5	1	35.334	1	12.698	1
					29.8	1	35.259	1	13.548	1
					85.4	1	35.332	1	12.727	1
					100.4	1	35.334	1	12.686	1
					15.6	1	35.259	1	13.539	1
					87.4	1	35.333	1	12.713	1
					5.8	1	35.259	1	13.539	1
					48.4	1	35.259	1	13.55	1
					64.7	1	35.26	1	13.551	1
6901567	42669153	2016-01-04T22:44:00Z	-14.914	42.469	1788	1	35.174	1	4.843	1
					215	1	35.734	1	12.558	1
					763	1	35.729	1	10.792	1
					663	1	35.618	1	10.873	1
					136	1	35.811	1	13.846	1
					165	1	35.781	1	13.019	1
					495	1	35.637	1	11.548	1
					25	1	35.807	1	14.681	1
					1838	1	35.142	1	4.607	1
					345	1	35.68	1	11.939	1
					938	1	35.946	1	10.789	1
					1262	1	35.959	1	9.682	1
					8	1	35.807	1	14.679	1
					813	1	35.832	1	10.935	1
					285	1	35.702	1	12.168	1
					1463	1	35.624	1	7.666	1
					1312	1	35.876	1	9.174	1
					712	1	35.651	1	10.764	1
					125	1	35.813	1	14.134	1
					1958	1	35.085	1	4.175	1
					962	1	35.953	1	10.721	1
					55	1	35.806	1	14.686	1
					1063	1	36.043	1	10.726	1
					416	1	35.661	1	11.759	1
					1388	1	35.766	1	8.508	1
					1012	1	36.007	1	10.719	1
					295	1	35.698	1	12.127	1
					1663	1	35.307	1	5.718	1
					538	1	35.624	1	11.399	1
					195	1	35.757	1	12.737	1
					987	1	35.965	1	10.666	1
					315	1	35.687	1	12.027	1
					1088	1	36.047	1	10.675	1
					115	1	35.809	1	14.442	1
					275	1	35.707	1	12.227	1
					395	1	35.667	1	11.81	1
					1488	1	35.592	1	7.453	1
					85	1	35.806	1	14.695	1
					1713	1	35.256	1	5.388	1
					838	1	35.833	1	10.833	1
					7	1	35.807	1	14.681	1
					366	1	35.676	1	11.884	1
					425	1	35.659	1	11.747	1
					913	1	35.94	1	10.878	1
					1138	1	36.053	1	10.519	1
					1338	1	35.876	1	9.11	1
					1238	1	35.995	1	9.875	1
					306	1	35.692	1	12.079	1
					246	1	35.726	1	12.411	1
					385	1	35.671	1	11.842	1
					1938	1	35.094	1	4.248	1
					105	1	35.806	1	14.652	1
					787	1	35.776	1	10.845	1
					36	1	35.807	1	14.679	1
					1438	1	35.67	1	7.959	1
					445	1	35.652	1	11.685	1
					512	1	35.633	1	11.495	1
					1538	1	35.492	1	6.859	1
					588	1	35.604	1	11.144	1
					335	1	35.682	1	11.969	1
					1888	1	35.117	1	4.422	1
					455	1	35.65	1	11.664	1
					185	1	35.768	1	12.835	1
					66	1	35.806	1	14.692	1
					175	1	35.78	1	12.942	1
					256	1	35.718	1	12.349	1
					1738	1	35.228	1	5.203	1
					1588	1	35.394	1	6.269	1
					1413	1	35.717	1	8.236	1
					406	1	35.664	1	11.782	1
					1638	1	35.332	1	5.876	1
					1163	1	36.033	1	10.345	1
					6	1	35.807	1	14.68	1
					738	1	35.66	1	10.674	1
					1037	1	36.024	1	10.706	1
					1214	1	36.016	1	10.068	1
					638	1	35.614	1	10.966	1
					466	1	35.647	1	11.638	1
					564	1	35.612	1	11.267	1
					1863	1	35.128	1	4.505	1
					226	1	35.735	1	12.516	1
					1913	1	35.104	1	4.321	1
					95	1	35.806	1	14.695	1
					10	1	35.807	1	14.679	1
					1188	1	36.02	1	10.195	1
					16	1	35.806	1	14.679	1
					863	1	35.875	1	10.889	1
					1514	1	35.549	1	7.197	1
